OWNER;NAME;CONTEXTS
go-errors;errors;[["package", "error", "add", "stacktrace", "support", "error", "go"], ["particularly", "useful", "want", "understand", "state", "execution", "error", "return", "unexpectedly"], ["provide", "type", "error", "implement", "standard", "golang", "error", "interface", "use", "library", "interchangably", "code", "expect", "normal", "error", "return"]]
go-gitea;go-sdk;[["project", "act", "client", "sdk", "implementation", "write", "go", "interact", "gitea", "api", "implementation", "information", "take", "look", "current", "documentation"]]
go-gl-legacy;gl;[["need", "glew", "least", "version"], ["glew", "instal", "install", "package", "go", "get"]]
go-gota;gota;[["meet", "u", "slack", "slack", "gophers.slack.com", "#go-gota", "invite"], ["implementation", "dataframes", "series", "data", "wrangle", "method", "go", "programming", "language", "api", "still", "flux", "use", "risk"]]
go-macaron;binding;[["middleware", "bind", "provide", "request", "data", "binding", "validation", "macaron"]]
go-macaron;session;[["middleware", "session", "provide", "session", "management", "macaron", "use", "many", "session", "provider", "include", "memory", "file", "redis", "memcache", "postgresql", "mysql", "couchbase", "ledis", "nodb"], ["minimum", "requirement", "go", "use", "redis", "use", "mysql"]]
go-mail;mail;[["actively", "maintain", "fork", "gomail", "include", "fix", "improvement", "number", "outstanding", "issue", "current", "progress", "follow"], ["see", "transition", "exist", "codebases", "information", "switching"]]
go-ole;go-ole;[["go", "binding", "window", "com", "use", "share", "library", "instead", "cgo"]]
go-openapi;runtime;[["runtime", "component", "use", "codegeneration", "untyped", "usage"]]
go-piv;go-ykpiv;[["go-ykpiv", "high", "level", "cgo", "wrapper", "around", "libykpiv.so", "implement", "idiomatic", "go", "api", "fit", "use", "application", "need", "communicate", "yubikey", "piv", "mode"]]
go-playground;form;[["package", "form", "decode", "url.values", "go", "value", "encodes", "go", "value", "url.values"]]
go-shiori;go-readability;[["go-readability", "go", "package", "find", "main", "readable", "content", "metadata", "html", "page", "work", "remove", "clutter", "like", "button", "ad", "background", "image", "script", "etc"], ["package", "base", "readability.js", "mozilla", "write", "line", "line", "make", "sure", "look", "work", "similar", "possible", "way", "hopefully", "web", "page", "parse", "readability.js", "parse-able", "go-readability", "well"]]
go-zeromq;zmq4;[["zmq", "pure-go", "implementation", "mq", "zeromq", "version"], ["see", "zeromq.org", "information"]]
goccmack;gocc;[["look", "scannerless", "gll", "parser", "generation"]]
goccy;go-json;[["fast", "json", "encoder", "decoder", "compatible", "encode", "json", "go"], ["accept", "request", "feature", "implement", "v0", "v", "api", "need", "please", "submit", "issue"], ["replace", "import", "statement", "encode", "json", "github.com/goccy/go-json"], ["name", "encoder", "decoder", "compatible", "encode", "json", "encode", "json", "yes", "yes", "n", "json-iterator", "go", "yes", "yes", "partial", "easyjson", "yes", "yes", "gojay_NEG", "yes_NEG", "yes_NEG", "segmentio_NEG", "encode_NEG", "json_NEG", "yes_NEG", "yes_NEG", "partial_NEG", "jettison_NEG", "yes_NEG", "simdjson-go_NEG", "yes_NEG", "goccy_NEG", "go-json_NEG", "yes_NEG", "yes_NEG", "yes_NEG"]]
goinvest;iexcloud;[["go", "library", "access", "iex", "cloud", "api"]]
gokcehan;lf;[["google", "group", "wiki", "#lf", "libera.chat", "#lf", "matrix.org", "irc", "bridge"], ["lf", "list", "file", "terminal", "file", "manager", "write", "go", "heavy", "inspiration", "ranger", "file", "manager", "see", "faq", "information", "tutorial", "gentle", "introduction", "screencasts"]]
golang;review;[["git-codereview", "tool", "command-line", "tool", "work", "gerrit"]]
golang;scratch;[["repository", "mainly", "use", "people", "learn", "use", "gerrit", "contribute", "go"], ["click", "tutorial", "get", "start", "contribution", "repository"], ["fuller", "text-based", "tutorial", "base", "around", "core", "go", "project", "find"]]
gomodule;oauth1;[["oauth", "go", "client", "oauth", "oauth", "rfc", "protocol", "package", "support", "following", "signature"]]
gomodule;redigo;[["redigo", "go", "client", "redis", "database"]]
gonum;plot;[["gonum", "plot", "new", "official", "fork", "code.google.com/p/plotinum", "provide", "api", "building", "draw", "plot", "go", "note", "new", "api", "still", "flux", "may", "change", "see", "wiki", "example", "plot"], ["additional", "plotter", "see", "community", "plotter", "wiki", "page"], ["discussion", "list", "google", "group", "gonum-dev@googlegroups.com"], ["gonum", "plot", "split", "package"]]
goodsign;monday;[["monday", "minimalistic", "translator", "month", "day", "week", "name", "time.date", "object", "support", "different", "locale", "write", "pure", "go"]]
GoogleCloudPlatform;functions-framework-go;[["open", "source", "faa", "function", "service", "framework", "write", "portable", "go", "function", "bring", "google", "cloud", "function", "team"], ["function", "framework", "let", "u", "write", "lightweight", "function", "run", "many", "different", "environment", "include"], ["framework", "allow", "go"], ["without", "need", "worry", "write", "http", "server", "request", "handling", "logic"]]
google;btree;[["package", "provide", "in-memory", "b-tree", "implementation", "go", "useful", "ordered", "mutable", "data", "structure"], ["api", "base", "wonderful", "mean", "allow", "btree", "act", "drop-in", "replacement", "gollrb", "tree"]]
google;cloud-print-connector;[["note", "december", "google", "cloud", "print", "longer_NEG", "support_NEG", "learn", "migration", "option"]]
google;go-licenses;[["go-licenses", "analyze", "dependency", "tree", "go", "package", "binary", "output", "report", "library", "use", "license", "use", "also", "collect", "license", "document", "copyright", "notice", "source", "code", "directory", "order", "comply", "license", "term", "redistribution"]]
google;go-querystring;[["go-querystring", "go", "library", "encode", "structs", "url", "query", "parameter"]]
google;go-safeweb;[["disclaimer", "officially_NEG", "support_NEG", "google_NEG", "product_NEG"], ["go-safeweb", "collection", "library", "write", "secure-by-default", "http", "server", "go"]]
google;go-tpm;[["go-tpm", "go", "library", "communicate", "directly", "tpm", "device", "linux", "window", "machine"], ["library", "implement_NEG", "entire_NEG", "spec_NEG", "neither_NEG", "1.2_NEG", "2.0_NEG", "need", "command", "miss", "contribution", "welcome"], ["please", "note", "official_NEG", "google_NEG", "product_NEG"]]
google;googet;'[["googet", "googet''s", "obviously", "goofy", "experimental", "title", "modular", "package", "repository", "solution", "primarily", "design", "window"], ["googet", "ship", "official", "google", "cloud", "platform", "windows", "image", "use", "maintain", "guest", "environment"]]'
google;gousb;[["gousb", "package", "attempt", "wrap", "libusb", "library", "go-like", "binding"], ["support", "platform", "include"], ["release", "package", "github.com/kylelemons/gousb", "api", "backwards-compatible_NEG", "version_NEG", "1.0_NEG", "2017-07-", "api", "consider", "stable", "deprecate"], ["documentation", "view", "via", "local", "godoc", "via", "excellent", "godoc.org"]]
google;licensecheck;[["licensecheck", "package", "scan", "source", "text", "known", "license", "design", "aim", "never", "give_NEG", "false_NEG", "positive_NEG", "also", "report", "match", "know", "license", "url"], ["see", "package", "documentation", "api", "detail"], ["license", "scanner", "recognize", "nearly", "license", "gather", "spdx", "project", "along", "others"], ["see", "license", "readme.md", "license", "detail"]]
gookit;color;[["command-line", "color", "library", "16/256", "true", "color", "support", "universal", "api", "method", "window", "support"], ["basic", "color", "preview"], ["color", "rgb", "color", "also", "support", "work", "window", "cmd", "powershell"]]
gookit;validate;[["validate", "generic", "go", "data", "validate", "filter", "tool", "library"]]
goproxy;goproxy;[["minimalist", "go", "module", "proxy", "handler"], ["goproxy", "fully", "implement", "goproxy", "protocol", "goal", "find", "dead", "simple", "way", "provide", "minimalist", "handler", "act", "full-featured", "go", "module", "proxy", "want", "build", "proxy", "yeah", "makefile_NEG", "configuration_NEG", "file_NEG", "crazy_NEG", "file_NEG", "organization_NEG", "lengthy_NEG", "documentation_NEG", "annoy_NEG", "stuff_NEG", "goproxy.goproxy_NEG", "implement_NEG", "http.handler_NEG"]]
gorgonia;tensor;[["package", "tensor", "package", "provide", "efficient", "generic", "definition", "generic", "n-dimensional", "array", "go", "also", "package", "function", "method", "use", "commonly", "arithmetic", "comparison", "linear", "algebra", "operation"], ["main", "purpose", "package", "support", "operation", "require", "gorgonia"]]
gorilla;csrf;[["gorilla", "csrf", "http", "middleware", "library", "provide", "cross-site", "request", "forgery", "csrf", "protection", "include"], ["gorilla", "csrf", "design", "work", "go", "web", "framework", "include"], ["gorilla", "csrf", "also", "compatible", "middleware", "helper", "library", "like", "alice", "negroni"]]
gorilla;schema;[["package", "gorilla", "schema", "convert", "structs", "form", "value"]]
gosuri;uiprogress;[["go", "library", "render", "progress", "bar", "terminal", "application", "provide", "set", "flexible", "feature", "customizable", "api"], ["progress", "bar", "improve", "readability", "terminal", "application", "long", "output", "provide", "concise", "feedback", "loop"]]
grailbio;bigmachine;'[["bigmachine", "toolkit", "build", "self-managing", "serverless", "application", "go", "bigmachine", "provide", "api", "let", "u", "driver", "process", "form", "ad-hoc", "cluster", "machine", "user", "code", "transparently", "distribute"], ["user", "code", "expose", "service", "stateful", "go", "object", "associate", "machine", "service", "expose", "one", "go", "method", "may", "dispatch", "remotely", "user", "service", "call", "remote", "user", "service", "driver", "process", "may", "also", "make", "service", "call"], ["program", "build", "use", "bigmachine", "agnostic", "underlying", "machine", "implementation", "allow", "distribute", "system", "easily", "test", "in-process", "implementation", "inspect", "development", "use", "local", "unix", "process"], ["bigmachine", "currently", "support", "instantiate", "cluster", "ec2", "machine", "system", "may", "implement", "relatively", "compact", "go", "interface"], ["help", "want", "gcp", "compute", "engine", "backend", "azure", "vm", "backend"], ["command", "bigpi", "relatively", "silly", "use", "cluster", "computing", "illustrative", "nonetheless", "bigpi", "estimate", "value", "pi", "sample", "n", "random", "coordinate", "inside", "unit", "square", "count", "many", "c", "le", "n", "fall", "inside", "unit", "circle", "estimate", "pi", "c", "n"], ["inherently", "parallelizable", "generate", "sample", "across", "large", "number", "node", "sum", "produce", "estimate", "pi"], ["bigmachine", "first", "define", "service", "sample", "n", "point", "report", "many", "fell", "inside", "unit", "circle"], ["notable", "aspect", "code", "signature", "sample", "follow", "schema", "method", "follow", "convention", "may", "dispatch", "remotely", "bigmachine", "shall", "see", "soon"], ["next", "follow", "program''s", "func", "main", "first", "regular", "kind", "setup", "main", "might", "define", "flag", "parse", "set", "logging", "afterwards", "driver", "must", "call", "driver.start", "initialize", "bigmachine", "set", "process", "may", "bootstrapped", "properly", "remote", "node", "package", "driver", "provide", "high-level", "facility", "configure", "bootstrapping", "bigmachine", "adventurous", "user", "may", "use", "lower-level", "facilitied", "package", "bigmachine", "accomplish", "driver.start", "return", "bigmachine", "b", "use", "start", "new", "machine"], ["next", "start", "number", "machine", "configure", "flag", "nmach", "wait", "finish", "launching", "distribute", "sample", "among", "use", "simple", "scatter-gather", "rpc", "pattern", "first", "let", "u", "look", "code", "start", "machine", "wait", "ready"], ["machine", "start", "b", "start", "provide", "set", "service", "instal", "machine", "service", "object", "provide", "serialize", "initialize", "remote", "machine", "may", "include", "desired", "parameter", "start", "return", "slice", "machine", "instance", "represent", "machine", "launch", "machine", "number", "state", "case", "keep", "simple", "wait", "enter", "running", "state", "underlying", "machine", "fully", "bootstrapped", "service", "instal", "initialize", "point", "machine", "ready", "receive", "rpc", "call"], ["remainder", "main", "distributes", "portion", "total", "sample", "take", "machine", "wait", "complete", "print", "precision", "warrant", "number", "sample", "take", "note", "code", "far", "subdivide", "work", "call", "pi.sample", "processor", "available", "underlying", "machine", "define", "machine.maxprocs", "depend", "physical", "machine", "configuration"], ["build", "run", "binary", "like", "ordinary", "go", "binary"], ["bigmachine", "distribute", "computation", "across", "logical", "machine", "correspond", "single", "core", "host", "system", "machine", "run", "unix", "process", "address", "space", "rpc", "happen", "mutually", "authenticate", "http", "connection"], ["package", "driver", "provide", "convenient", "flag", "help", "configure", "bigmachine", "runtime", "use", "configure", "bigmachine", "launch", "machine", "ec2", "instead"], ["program", "run", "use", "standard", "go", "tool", "examine", "behavior", "example", "expvars", "aggregate", "across", "machine", "manage", "bigmachine", "various", "profile", "cpu", "memory", "contention", "etc", "available", "merged", "profile", "debug", "bigmachine", "pprof", "example", "first", "version", "bigpi", "cpu", "profile", "highlight", "problem", "use", "global", "rand", "float", "require", "lock", "result", "contention", "easily", "identifiable", "cpu", "profile"], ["fix", "look", "much", "healthier"], ["use", "bigmachine''s", "ec2", "machine", "implementation", "process", "bootstrapped", "onto", "remote", "ec2", "instance", "currently", "supported", "goo", "goarch", "combination", "linux", "amd", "driver", "program", "must", "also", "linux", "amd", "however", "bigmachine", "also", "understand", "fatbin", "format", "user", "compile", "fat", "binary", "use", "gofat", "tool", "example", "run", "macos", "driver", "binary", "build", "use", "gofat", "instead", "go"]]'
grailbio;bigslice;[["bigslice", "serverless", "cluster", "data", "processing", "system", "go", "bigslice", "expose", "composable", "api", "let", "u", "user", "express", "data", "processing", "task", "term", "series", "data", "transformation", "invoke", "user", "code", "bigslice", "runtime", "transparently", "parallelize", "distribute", "work", "use", "bigmachine", "library", "create", "ad", "hoc", "cluster", "cloud", "provider"], ["bigslice", "us", "go", "module", "capture", "dependency", "tool_NEG", "base_NEG", "go_NEG", "install_NEG", "require_NEG"], ["test", "fail", "socket", "many", "open", "file", "error", "try", "increase", "maximum", "number", "open", "file"]]
grandecola;bigqueue;[["bigqueue", "provide", "embed", "fast", "persistent", "queue", "write", "pure", "go", "use", "memory", "map", "mmap", "file", "bigqueue", "thread", "safe", "well"]]
graphql-go;handler;'[["golang", "http.handler", "graphl-go"], ["handler", "accept", "request", "parameter"], ["graphql", "first", "look", "parameter", "url''s", "query-string"], ["find_NEG", "query-string_NEG", "look_NEG", "post_NEG", "request_NEG", "body_NEG", "handler", "interpret", "depend", "provide", "content-type", "header"]]'
gravitational;trace;'[["package", "error", "handling", "error", "reporting"], ["add", "trace''s", "document", "template", "elasticsearch", "cluster"], ["start", "udpbeat", "udp", "log", "collector", "emitter"], ["hook", "logger", "udp", "collector"], ["code", "attach", "logrus", "hook", "use", "udpbeat"], ["get", "structured", "log", "capture", "output", "log", "error", "message", "edit", "udpbeat", "template.json", "modify", "emitted", "field", "whatever", "make", "sense", "app"]]'
Graylog2;go-gelf;[["gelf", "graylog", "extend", "log", "format", "application-level", "logging", "protocol", "avoid", "many", "shortcoming", "syslog", "run", "stream", "datagram", "transport", "protocol", "special", "support", "chunk", "allow", "long", "message", "split", "multiple", "datagrams"]]
grpc-ecosystem;go-grpc-prometheus;[["prometheus", "monitoring", "grpc", "go", "server", "client"], ["sister", "implementation", "grpc", "java", "metric", "semantics", "grpc-ecosystem", "java-grpc-prometheus"]]
grpc-ecosystem;grpc-health-probe;[["grpc_health_probe", "utility", "allow", "query", "health", "grpc", "service", "expose", "service", "status", "grpc", "health", "check", "protocol"], ["grpc_health_probe", "mean", "use", "health", "check", "grpc", "application", "kubernetes", "use", "exec", "probe"], ["command-line", "utility", "make", "rpc", "grpc.health.v1.health/check", "respond", "serving", "status", "grpc_health_probe", "exit", "success", "otherwise", "exit", "non-zero", "exit", "code", "document"]]
gruntwork-io;cloud-nuke;[["repo", "contain", "cli", "tool", "delete", "resource", "aws", "account", "cloud-nuke", "create", "situation", "might", "account", "use", "test", "need", "clean", "leftover", "resource", "charge_NEG", "also", "great", "clean", "account", "redundant", "resource", "also", "great", "remove", "unnecessary", "default", "like", "default", "vpcs", "permissive", "ingres", "egress", "rule", "default", "security", "group"], ["addition", "cloud-nuke", "offer", "non-destructive", "inspecting", "functionality", "either", "call", "via", "command-line", "interface", "consume", "library", "method", "script", "purpose"], ["currently", "support", "functionality", "include"]]
gruntwork-io;fetch;[["fetch", "make", "easy", "download", "file", "folder", "release", "asset", "specific", "commit", "branch", "tag", "public", "private", "github", "repo"], ["gruntwork", "help", "software", "team", "get", "run", "aws", "devops", "best", "practice", "world-class", "infrastructure", "day", "sometimes", "publish", "script", "binary", "client", "use", "infrastructure", "want", "easy", "way", "install", "specific", "version", "one", "script", "binary", "fairly", "straightforward", "public", "github", "repos", "usually", "curl", "wget", "public", "url", "much", "tricky", "private", "github", "repos", "make", "multiple", "api", "call", "parse", "json", "response", "handle", "authentication", "fetch", "make", "possible", "handle", "case", "one-liner"], ["download", "folder", "baz", "tag", "github", "repo", "save", "tmp", "baz"], ["download", "release", "asset", "matching", "name", "foo.exe", "release", "save", "tmp"], ["download", "release", "asset", "match", "regular", "expression", "foo_linux", "release", "save", "tmp"], ["see", "example", "example", "section"]]
gruntwork-io;kubergrunt;[["kubergrunt", "standalone", "go", "binary", "collection", "command", "attempt", "fill", "gap", "terraform", "helm", "kubectl", "manage", "kubernetes", "cluster"], ["feature", "kubergrunt", "include"]]
gucio321;giu;[["rapid", "cross-platform", "gui", "framework", "go", "base", "dear", "imgui", "great", "go", "bind", "imgui-go"], ["contribution", "feature", "widget", "tutorial", "document", "etc", "appreciate"]]
gwx-oss;cross-cluster-connectivity;[["cross-cluster", "connectivity", "enable", "service", "one", "cluster", "discover", "use", "client", "pod", "different", "cluster", "put", "minimal", "requirement", "cluster", "networking", "environment"]]
h2non;filetype;[["small", "dependency", "free", "go", "package", "infer", "file", "mime", "type", "check", "magic", "number", "signature"], ["svg", "file", "type", "checking", "see", "go-is-svg", "package", "python", "port", "filetype.py"]]
h2non;gentleman;[["full-featured", "plugin-driven", "middleware-oriented", "toolkit", "easily", "create", "rich", "versatile", "composable", "http", "client", "go"], ["gentleman", "embrace", "extensibility", "composition", "principle", "order", "provide", "flexible", "way", "easily", "create", "featured", "http", "client", "layer", "base", "built-in", "third-party", "plugins", "register", "reuse", "across", "http", "client"], ["example", "easily", "provide", "retry", "policy", "capability", "dynamic", "server", "discovery", "http", "client", "simply", "attach", "retry", "consul", "plugins"], ["take", "look", "example", "list", "supported", "plugins", "http", "entity", "middleware", "layer", "get", "start"], ["test", "purpose", "see", "baloo", "utility", "library", "expressive", "end-to-end", "http", "api", "testing", "build", "top", "gentleman", "toolkit", "http", "mocking", "see", "gentleman-mock", "use", "gock", "hood", "easy", "expressive", "http", "client", "request", "mocking"]]
hajimehoshi;oto;[["low-level", "library", "play", "sound"]]
halturin;ergo;'[["technology", "design", "pattern", "erlang", "otp", "prove", "year", "golang", "x5", "time", "faster", "original", "erlang", "otp", "term", "network", "messaging", "easy", "way", "create", "otp-designed", "application", "golang"], ["goal", "project", "leverage", "erlang", "otp", "experience", "golang", "performance", "ergo", "framework", "implement", "dist", "protocol", "etf", "data", "format", "otp", "design", "pattern", "gen.server", "gen.supervisor", "gen.application", "make", "able", "create", "distribute", "high", "performance", "reliable", "microservice", "solution", "native", "integration", "erlang", "infrastructure"], ["golang", "introduce", "v2", "rule", "ago", "solve", "complicated", "dependency", "issue", "find", "solution", "controversial", "still", "lot", "discussion", "around", "decide", "keep", "old", "way", "versioning", "use", "git", "tag", "v1", "major", "version", "due", "v2", "rule", "restriction", "since", "use", "git", "tag", "pattern", "1.999.xyz", "x", "major", "number", "minor", "z", "patch", "version"], ["change", "late", "release", "detail", "see", "changelog"], ["simple", "endtoend", "test", "demonstrate", "performance", "message", "subsystem"], ["hardware", "workstation", "amd", "ryzen", "threadripper", "3970x", "ghz"], ["number", "show", "almost", "sync", "request", "per", "second", "network", "message", "via", "localhost", "sync", "request", "per", "second", "local", "messaging", "within", "node"], ["benchmark", "show", "performance", "compression", "send", "1mb", "message", "two", "node", "via", "network"], ["demonstrate", "time", "improvement"], ["benchmark", "demonstrate", "proxy", "feature", "e2e", "encryption", "impact", "messaging", "performance"], ["hardware", "laptop", "intel", "r", "core", "tm", "i5", "8265u", "core", "ht"], ["ergo", "framework", "embed", "epmd", "implementation", "order", "run", "node", "without", "external", "epmd", "process", "need", "default", "work", "client", "erlang", "epmd", "daemon", "others", "ergo''s", "node", "either"], ["one", "thing", "make", "embed", "epmd", "different", "behavior", "handle", "connection", "hang", "ergo", "node", "run", "epmd", "client", "lose", "connection", "try", "either", "run", "embedded", "epmd", "service", "restore", "lost", "connection"], ["code", "simple", "implementation", "gen.server", "pattern", "examples", "genserver"], ["see", "example", "detail"], ["user", "elixir", "phoenix", "framework", "might", "encounter", "timeouts", "try", "connect", "phoenix", "node", "ergo", "node", "reason", "addition", "global_name_server", "net_kernel", "phoenix", "attempt", "broadcast", "message", "pg2", "pubsub", "handler"], ["work", "phoenix", "node", "must", "create", "register", "dedicated", "pg2", "genserver", "spawn", "inside", "node", "spawning", "process", "must", "pg2", "process", "name"], ["option", "already", "define", "might", "want", "use"], ["enable", "golang", "profiler", "add", "tag", "debug", "go", "run", "go", "build", "like"], ["golang", "profiler", "available"], ["check", "test", "coverage"], ["run", "test", "cleaned", "test", "cache"], ["company", "use", "ergo", "add", "company", "logo", "name"], ["please", "visit", "information"]]'
haproxytech;haproxy-consul-connect;[["consul", "connect", "provide", "simple", "way", "setup", "service", "mesh", "service", "offload", "load", "balance", "logic", "sidecar", "process", "run", "alongside", "application", "expose", "local", "port", "per", "service", "take", "care", "forward", "traffic", "alives", "instance", "service", "application", "want", "target", "additionnaly", "traffic", "automatically", "encrypt", "use", "tl", "restrict", "use", "intention", "select", "service", "cannot", "call", "application", "haproxy", "proven", "load", "balancer", "widely", "use", "industry", "high", "performance", "reliability", "haproxy", "connect", "allow", "use", "haproxy", "load", "balancer", "consul", "connect"]]
hashicorp;go-getter;[["go-getter", "library", "go", "golang", "download", "file", "directory", "various", "source", "use", "url", "primary", "form", "input"], ["power", "library", "flexible", "able", "download", "number", "different", "source", "file", "path", "git", "http", "mercurial", "etc", "use", "single", "string", "input", "remove", "burden", "know", "download", "variety", "source", "implementer"], ["concept", "detector", "automatically", "turn", "invalid", "url", "proper", "url", "example", "github.com/hashicorp/go-getter", "would", "turn", "git", "url", "foo", "would", "turn", "file", "url", "extensible"], ["library", "use", "terraform", "download", "module", "nomad", "download", "binary"]]
hashicorp;go-tfe;[["official", "go", "api", "client", "terraform", "cloud", "enterprise"], ["client", "support", "terraform", "cloud", "v2", "api", "terraform", "enterprise", "self-hosted", "distribution", "terraform", "cloud", "client", "support", "cloud", "enterprise", "use", "case", "package", "documentation", "api", "platform", "always", "state", "terraform", "enterprise", "feature", "explicitly", "note", "support", "one", "applicable", "rare"]]
hashicorp;go-version;[["go-version", "library", "parse", "version", "version", "constraint", "verify", "version", "set", "constraint", "go-version", "sort", "collection", "version", "properly", "handle", "prerelease", "beta", "version", "increment", "version", "etc"], ["version", "use", "go-version", "must", "follow", "semver"]]
hashicorp;hil;[["hil", "hashicorp", "interpolation", "language", "lightweight", "embed", "language", "use", "primarily", "configuration", "interpolation", "goal", "hil", "make", "simple", "language", "interpolation", "various", "configuration", "hashicorp", "tool"], ["hil", "build", "interpolate", "string", "use", "hashicorp", "primarily", "hcl", "hcl", "require_NEG", "way_NEG", "use_NEG", "hil_NEG"], ["hil", "mean_NEG", "general_NEG", "purpose_NEG", "language_NEG", "build", "basic", "configuration", "interpolation", "therefore", "cannot", "currently", "write", "function", "conditionals", "set", "intermediary", "variable", "etc", "within", "hil", "possible", "may", "add", "later", "right", "use", "case", "must", "exist"]]
hashicorp;memberlist;[["memberlist", "go", "library", "manage", "cluster", "membership", "member", "failure", "detection", "use", "gossip", "base", "protocol"], ["use", "case", "library", "far-reaching", "distribute", "system", "require", "membership", "memberlist", "re-usable", "solution", "manage", "cluster", "membership", "node", "failure", "detection"], ["memberlist", "eventually", "consistent", "converges", "quickly", "average", "speed", "converge", "heavily", "tune", "via", "various", "knob", "protocol", "node", "failure", "detect", "network", "partition", "partially", "tolerate", "attempt", "communicate", "potentially", "dead", "node", "multiple", "route"]]
hashicorp;secrets-store-csi-driver-provider-vault;[["hashicorp", "vault", "provider", "secret", "store", "csi", "driver", "allow", "get", "secret", "store", "vault", "use", "secret", "store", "csi", "driver", "interface", "mount", "kubernetes", "pod"]]
hashicorp;terraform-plugin-go;[["terraform-plugin-go", "provide", "low-level", "go", "binding", "terraform", "plugin", "protocol", "integration", "build", "upon", "strive", "minimal", "possible", "abstraction", "top", "protocol", "hide", "implementation", "detail", "protocol", "leave", "semantics", "unchanged"]]
HdrHistogram;hdrhistogram-go;[["pure", "go", "implementation", "hdr", "histogram"], ["documentation", "check", "godoc"]]
heetch;avro;'[["package", "provide", "code", "generator", "generate", "go", "data", "structure", "avro", "schema", "mapping", "native", "go", "data", "type", "avro", "schema"], ["api", "model", "go''s", "standard", "library", "encode", "json", "package"], ["also", "provide", "support", "encode", "decode", "message", "use", "avro", "schema", "registry", "see", "github.com/heetch/avro/avroregistry"]]'
Hekmon;TransmissionRPC;[["golang", "binding", "transmission", "bittorrent", "rpc", "interface"], ["even", "high", "level", "wrapper", "helper", "goal", "lib", "stay", "close", "original", "api", "term", "method", "payload", "enhance", "certain", "type", "golangish", "timestamps", "convert", "time.time", "numeric", "duration", "time.duration", "booleans", "numeric", "form", "convert", "real", "bool", "etc"], ["also", "payload", "generation", "aim", "precise", "several", "value", "add", "payload", "instanciated", "value", "forward", "keep", "final", "payload", "mean", "default", "json", "marshalling", "omitempty", "cannot", "always", "use", "therefor", "manual", "reflect", "base", "approach", "use", "build", "final", "payload", "accurately", "send", "user", "instanciated", "even", "value", "default", "type", "value"], ["lib", "follow", "transmission", "v16", "rpc", "specification", "introduce", "transmission", "backward", "compatible", "rpc", "v15", "specification", "introduce", "transmission", "almost", "method", "except", "new", "sessionargumentsget", "method", "use", "backward", "compatible", "sessionargumentsgetall", "method", "case"], ["want", "compatible", "lib", "rpc", "v15", "please", "use", "v1", "release"]]
hellofresh;goengine;[["goengine", "event", "source", "library", "write", "golang"], ["goal", "library", "reduce", "amount", "time", "spend", "think", "infrastructure", "focus", "implement", "domain", "business", "logic"]]
hellofresh;klepto;[["klepto", "tool", "copying", "anonymising", "data"]]
hetznercloud;csi-driver;[["container", "storage", "interface", "driver", "hetzner", "cloud", "enable", "use", "readwriteonce", "volume", "within", "kubernetes", "please", "note", "driver", "require", "kubernetes", "new"]]
hetznercloud;hcloud-go;[["package", "hcloud", "library", "hetzner", "cloud", "api"], ["librarys", "documentation", "available", "godoc", "public", "api", "documentation", "available", "docs.hetzner.cloud"]]
hiddeco;cronjobber;[["cronjobber", "cronjob", "controller", "kubernetes", "patch", "time", "zone", "support"]]
hoanhan101;ultimate-go;[["material", "acquire", "actively", "maintain", "ardan", "lab"], ["ultimate", "go", "notebook", "available", "amazon"]]
honeycombio;beeline-go;[["package", "make", "easy", "instrument", "go", "app", "send", "useful", "event", "honeycomb", "service", "debug", "software", "production", "usage", "examples", "api", "reference", "wrapper", "please", "see", "godoc"]]
honeycombio;buildevents;[["buildevents", "small", "binary", "use", "help", "instrument", "build", "build", "system", "travis-ci", "circleci", "jenkins", "instal", "setup", "phase", "invoke", "part", "step", "order", "visualize", "build", "trace", "honeycomb"], ["trace", "get", "end", "represent", "entire", "build", "span", "section", "subsection", "build", "represent", "group", "actual", "command", "run", "duration", "span", "long", "stage", "specific", "command", "take", "run", "include", "whether", "command_NEG", "succeed_NEG"], ["example", "show", "build", "run", "circleci", "go", "run", "go", "test", "set", "javascript", "dependency", "trigger", "js_build", "poodle_test", "parallel", "dependency", "configure", "continue", "captured", "portion", "waterfall"], ["get", "build", "ready", "use", "buildevents", "involve", "instal", "buildevents", "binary", "build", "environment", "set", "number", "environment", "variable", "configure", "tool", "choose", "unique", "trace", "identifier"]]
hostirosti;prio-server;'[["isrg''s", "implementation", "server", "component", "prio", "privacy", "preserve", "statistic", "aggregation", "system"], ["avro-schema", "contains", "avro", "schema", "definition", "interoperation", "actor", "prio", "system", "facilitator", "contain", "rust", "implementation", "isrg''s", "prio", "facilitation", "server", "terraform", "contain", "terraform", "module", "deploy", "data", "share", "processor", "server"]]'
huandu;go-sqlbuilder;[["package", "sqlbuilder", "provide", "set", "flexible", "powerful", "sql", "string", "builder", "goal", "package", "build", "sql", "string", "argument", "use", "db", "#query", "db", "#exec", "define", "package", "database", "sql"]]
huydx;hget;[["project", "personal", "project", "learn", "golang", "build", "something", "useful"]]
hypebeast;go-osc;[["open", "sound", "control", "osc", "library", "golang", "implement", "pure", "go"]]
hyperjumptech;grule-rule-engine;[["gopher", "hold", "rule"]]
hzlpypy;f5-rest-client;[["f5", "rest-client", "implement", "rest", "client", "query", "f5", "big", "ip", "api"]]
