OWNER;NAME;CONTEXTS
janko;sinatra-activerecord;[["extends", "sinatra", "extension", "method", "rake", "task", "deal", "sql", "database", "use", "activerecord", "orm"]]
janlelis;paint;[["paint", "create", "terminal", "color", "effect", "combine", "strength", "term-ansicolor", "rainbow", "similar", "project", "simple", "use", "however", "still", "flexible", "terminal", "color", "gem", "core_NEG", "extension_NEG", "default_NEG"], ["unsupported", "might", "still", "work"]]
jasl;wx;[["simple", "wechat", "pay", "ruby", "gem", "without", "unnecessary", "magic", "wrapper", "copy", "alipay"], ["please", "read", "official", "document", "first"]]
javierav;mongoid;[["mongoid", "userstamp", "add", "stamp", "column", "create", "update", "information", "within", "rail", "application", "use", "mongoid", "orm"]]
jeffreywildman;homebrew-virt-manager;[["set", "homebrew", "formula", "install", "virt-manager", "virt-viewer", "mac", "osx"]]
jekyll;jekyll-compose;[["streamline", "writing", "jekyll", "command"]]
jekyll;jekyll-paginate;[["default", "pagination", "generator", "jekyll"]]
jekyll;jekyll-redirect-from;[["give", "jekyll", "post", "page", "multiple", "url"], ["import", "post", "page", "say", "tumblr", "annoy", "impractical", "create", "new", "page", "proper", "subdirectory", "e", "g", "post", "my-slug-that-is-often-incompl", "redirect", "new", "post", "url"], ["instead", "deal", "maintain", "page", "redirection", "let", "jekyll-redirect-from", "handle"]]
jekyll;jekyll-sass-converter;[["let", "jekyll", "build", "sas", "sc"]]
jekyll;jekyll-sitemap;[["jekyll", "plugin", "silently", "generate", "sitemaps.org", "compliant", "sitemap", "jekyll", "site"]]
jellymann;mittsu;[["3d", "graphic", "library", "ruby"], ["mittsu", "make", "3d", "graphic", "easy", "provide", "abstraction", "opengl", "base", "heavily", "three.js", "weird_NEG", "pointer_NEG", "wonder_NEG", "difference_NEG", "vao_NEG", "vbo_NEG", "besides_NEG", "letter_NEG", "simply", "think", "something", "awesome", "make"]]
jenseng;hair;[["hairtrigger", "let", "u", "create", "manage", "database", "trigger", "concise", "db-agnostic", "rails-y", "way", "declare", "trigger", "right", "model", "ruby", "simple", "rake", "task", "dirty", "work"]]
jeremyevans;fixture;[["fixture_dependencies", "fixture", "loader", "allow", "loading", "model", "yaml", "fixture", "along", "entire", "dependency", "graph", "following", "feature"]]
jfqd;redmine;[["lightweight", "helpdesk", "plugin", "redmine", "add", "email", "sender-address", "anonymous", "supportclient", "custom", "field", "owner-email", "ticket", "create", "support", "email", "answer", "send", "supportclient", "check", "support", "checkbox", "journal"]]
jgarber623;svgeez;'[["ruby", "gem", "automatically", "generate", "svg", "sprite", "folder", "svg", "icon"], ["use", "svg", "icon", "system", "web", "project", "svgeez", "help", "speed", "workflow", "automate", "svg", "sprite", "generation", "process", "run", "svgeez", "alongside", "exist", "project", "integrate", "current", "build", "system", "add", "edit", "delete", "svg", "file", "folder", "marvel", "svgeez", "generate", "single", "svg", "sprite", "file", "ready", "inclusion", "user", "interface"], ["svg", "sprite", "bee''s", "knee", "far", "icon", "system", "go", "give", "chris", "coyier''s", "original", "post", "icon", "system", "svg", "sprite", "follow-up", "article", "svg", "symbol", "good", "choice", "icon", "read-through"]]'
jhass;DeBot;[["cebot", "irc", "bot", "write", "crystal"], ["currently", "repository", "contain", "bot_NEG", "also_NEG", "underlying_NEG", "library_NEG", "tool_NEG", "mature_NEG", "enough_NEG", "extract_NEG", "project_NEG"]]
jimweirich;rspec-given;[["cover", "rspec-given", "minitest-given", "given-core", "version"], ["rspec-given", "minitest-given", "extension", "favorite", "testing", "framework", "allow", "give", "notation", "write", "spec"], ["rspec", "great", "job", "make", "specification", "readable", "human", "however", "really", "like", "give", "nature", "cucumber", "story", "would", "like", "follow", "structure", "unit", "test", "rspec-given", "minitest-given", "allow", "simple", "give", "structure", "rspec", "specification"]]
jm81;ach;[["ach", "ruby", "helper", "builder", "ach", "file", "particular", "help", "field", "order", "alignment", "add", "pad", "line", "end", "file"], ["library", "use", "two", "production", "application", "limited", "purpose", "please", "test", "thoroughly", "use", "production", "environment"], ["see", "ach", "builder", "similar", "perl", "library"]]
jmettraux;rufus-scheduler;[["job", "scheduler", "ruby", "cron", "every", "job"], ["note", "maybe", "look", "readme", "rufus-scheduler", "x", "especially", "use", "dash", "stick", "rufus-scheduler"], ["run", "ruby", "quickstart.rb"], ["various", "form", "schedule", "support"], ["rufus-scheduler", "use", "fugit", "parse", "time", "string", "et-orbi", "pair", "time", "tzinfo", "timezones"]]
jm;toml;[["ruby", "parser", "toml", "build", "parslet"], ["far", "superior", "yaml", "json", "suck_NEG", "really"]]
jnicklas;turnip;[["turnip", "gherkin", "extension", "rspec", "allow", "write", "test", "gherkin", "run", "rspec", "environment", "basically", "write", "cucumber", "feature", "rspec"]]
joenorton;rubyretriever;[["rubyretriever", "web", "crawler", "scraper", "file", "harvester", "available", "command-line", "executable", "crawling", "framework"], ["rubyretriever", "rr", "use", "asynchronous", "http", "request", "via", "eventmachine", "synchrony", "crawl", "webpage", "quickly", "rr", "also", "use", "ruby", "implementation", "bloomfilter", "order", "keep", "track", "page", "already", "crawl", "memory", "efficient", "manner"], ["v1", "update", "3/24", "fix", "problem", "file", "downloads", "query", "string", "filename", "save", "querystrings", "still", "attach"], ["v1", "update", "3/24", "fix", "problem", "name", "anchor", "divs", "count", "link"], ["v1", "update", "3/24", "update", "gemfile", "external", "dependency", "versioning"], ["v1", "update", "3/24", "several", "bug", "fix"]]
joeyates;imap-backup;[["backup", "restore", "migrate", "email", "account"], ["backup", "restore", "use", "migrate", "another", "service", "inspect", "export"]]
johnli;property;[["gem", "way", "use", "basic", "key", "value", "store", "store", "attribute", "give", "model", "relational", "fashion", "row", "per", "attribute", "alternatively", "would", "need", "add", "new", "column", "per", "attribute", "main", "table", "serialize", "attribute", "value", "use", "activerecord", "store"]]
jondkinney;docusign;[["wrapper", "gem", "hook", "ruby", "app", "currently", "test", "rail", "docusign", "rest", "api", "doc", "api", "explorer", "allow", "embedded", "signing"]]
jonmbake;discourse-ldap-auth;[["discourse", "plugin", "enable", "ldap", "activedirectory", "authentication"]]
joost;phony;[["small", "gem", "add", "useful", "method", "rail", "app", "validate", "display", "save", "phone", "number", "use", "super", "awesome", "phony", "gem"], ["find", "version", "information", "changelog"]]
JoshCheek;seeing;[["unix", "mac", "appveyor"], ["evaluates", "ruby", "code", "record", "result", "line", "integrates", "extensible", "editor", "integrate", "many", "already", "see", "list", "like", "swift", "playground", "like", "sib"]]
jqr;heroku;[["helpful", "rake", "task", "heroku"]]
jsonapi-rb;serializable;[["ruby", "gem", "building", "render", "json", "api", "document"]]
JsonApiClient;json;[["gem", "mean", "help", "build", "api", "client", "interact", "rest", "apis", "lay", "attempt", "give", "query", "building", "framework", "easy", "understand", "similar", "activerecord", "scope"], ["note", "master", "currently", "track", "specification", "look", "old", "code", "see", "x", "branch"]]
JuanitoFatas;fast-ruby;'[["erik", "michaels-ober''s", "great", "talk", "write", "fast", "ruby", "video", "baruco", "slide", "present", "u", "many", "idiom", "lead", "faster", "run", "ruby", "code", "inspire", "document", "let", "people", "know", "try", "link", "real", "commits", "people", "see", "really", "benefit", "real", "world", "mean_NEG", "always_NEG", "blindly_NEG", "replace_NEG", "one_NEG", "another_NEG", "depend", "context", "e", "g", "gsub", "versus", "tr", "friendly", "reminder", "use", "caution"], ["idiom", "corresponding", "code", "example", "reside", "code"], ["result", "list", "readme.md", "run", "ruby", "0p0", "x", "machine", "information", "macbook", "pro", "retina", "inch", "mid", "ghz", "intel", "core", "i7", "gb", "mhz", "ddr", "result", "may", "vary", "get", "idea"], ["checkout", "github", "action", "build", "benchmark", "result", "run", "different", "ruby", "implementation"], ["let", "u", "write", "faster", "code", "together", "<3"]]'
judofyr;temple;[["temple", "abstraction", "framework", "compile", "template", "pure", "ruby", "make", "easy", "experiment", "implement", "optimize", "template", "language", "interested", "implement", "template", "language", "anything", "else", "relate", "internals", "template", "engine", "come", "right", "place"], ["look", "around", "still", "wonder", "ask", "mailing", "list", "try", "best", "fact", "relate_NEG", "temple_NEG", "long", "something", "template", "language", "interested"]]
judofyr;timeless;[["timeless", "mixture", "bewteen", "blog", "wiki", "cm", "look", "description"]]
jue58;kintone;[["ruby", "gem", "communicate", "kintone", "rest", "api"]]
Juniper;ruby-junos-ez-stdlib;[["ruby", "framework", "support", "juno", "os", "base", "device", "management", "automation"], ["standard", "library", "core", "set", "functionality", "work", "juno", "os", "base", "device"], ["framework", "build", "top", "netconf", "gem", "use", "xml", "fundamental", "data-exchange", "automate_NEG", "cli_NEG", "use_NEG", "snmp_NEG", "purpose", "framework", "enable", "automation", "development", "without", "require", "specific", "juno", "xml", "knowledge"], ["documentation", "find", "doc", "subdirectory"], ["framework", "comprise", "basic", "eloements"], ["provider", "manage", "access", "individual", "resource", "associated", "property", "provider", "resource", "exist", "manage", "life-cycle", "common", "change", "generally", "need", "part", "large", "workflow", "process", "documentation", "provider", "resource", "see", "docs", "directory"], ["juniper", "network", "actively", "contribute", "maintain", "repo", "please", "contact", "jnpr-community-netdev@juniper.net", "query"], ["contributor", "john", "deatherage", "nitin", "kumar", "priyal", "jain", "ganesh", "nalawade"], ["former", "contributor", "jeremy", "schulman"], ["bsd", "see", "license", "file"], ["support", "software", "make", "available", "exclusively", "github", "repo", "issue", "tracking", "also", "welcome", "contact", "contributor", "directly", "via", "provide", "contact", "information"], ["find", "bug", "please", "open", "issue", "repo"], ["suggestion", "idea", "please", "write", "add", "suggestion-box", "folder", "repo", "via", "pull", "request", "way", "share", "idea", "community", "crowdsource", "feature", "delivery"]]
JustinLove;autoscaler;[["sidekiq", "performs", "background", "job", "thread", "model", "allow", "scale", "easy", "worker-pre-process", "background", "system", "people", "run", "test", "lightly", "load", "system", "heroku", "still", "want", "scale", "zero", "avoid", "rack", "charge"]]
k1LoW;awspec;[["rspec", "test", "aws", "resource"], ["resource", "type", "contribute"]]
kaitai-io;kaitai;[["simple", "visualizer", "kaitai", "struct", "project"], ["kaitai", "struct", "declarative", "language", "use", "describe", "various", "binary", "data", "structure", "lay", "file", "memory", "e", "binary", "file", "format", "network", "stream", "packet", "format", "etc"], ["main", "idea", "particular", "format", "describe", "kaitai", "struct", "language", "ksy", "file", "compile", "compiler", "source", "file", "one", "supported", "programming", "language", "module", "include", "generated", "code", "parser", "read", "describe", "data", "structure", "file", "stream", "give", "access", "nice", "easy-to-comprehend", "api"], ["please", "refer", "documentation", "kaitai", "struct", "project", "detail", "ksy", "file", "general", "usage", "pattern"]]
kanet77;togglv8;[["toggl", "time", "track", "tool"], ["togglv", "ruby", "wrapper", "toggl", "api", "v8", "design", "mirror", "toggl", "api", "closely", "possible"], ["togglv", "support", "toggl", "api", "report", "api"]]
karafka;example-app;[["repository", "contain", "example", "application", "use", "karafka", "framework", "receive", "message", "apache", "kafka", "integrated", "waterdrop", "gem", "send", "message", "kafka"], ["run", "application", "locally", "start", "apacke", "kafka", "included", "docker-compose.yml", "follow", "instruction", "sub-readmes"]]
karafka;waterdrop;[["gem", "send", "message", "kafka", "easily", "extra", "validation", "layer", "part", "karafka", "ecosystem"]]
kazasiki;omniauth-line;[["gem", "contain", "line", "oauth", "strategy", "omniauth"], ["support", "openid", "connect", "web", "login", "read", "line", "developer", "docs", "detail"]]
kbsecret;kbsecret;[["warning", "kbsecret", "currently", "maintain", "best-effort", "basis", "pr", "strongly", "prefer", "new", "issue"], ["kbsecret", "command", "line", "utility", "library", "manage", "secret"]]
KDE;wacomtablet;[["module", "implement", "gui", "wacom", "linux", "driver", "extend", "profile", "support", "handle", "different", "button", "pen", "layout", "per", "profile"], ["hardware", "support", "look"], ["configuration", "locate", "system", "setting", "input", "device", "tablet"], ["easy", "profile", "switching", "support", "via", "hotkeys", "small", "plasma", "applet", "tray", "notification", "area", "addition", "daemon", "run", "background", "help", "hotplug", "support"]]
keenlabs;keen-gem;'[["keen-gem", "official", "ruby", "client", "keen", "io", "api", "keen", "io", "api", "let", "u", "developers", "build", "analytics", "feature", "directly", "apps"], ["keen", "test", "ruby"], ["make", "api", "call", "must", "supply", "keen-gem", "project", "id", "one", "authentication", "key", "need", "keen", "io", "account", "sign", "free"], ["set", "write", "key", "require", "publish", "event", "set", "read", "key", "require", "run", "query", "set", "master", "key", "require", "perform", "deletes", "find", "key", "project", "keen.io"], ["recommended", "way", "set", "key", "via", "environment", "key", "set", "keen_project_id", "keen_write_key", "keen_read_key", "keen_master_key", "need", "specify", "key", "correspond", "api", "call", "perform", "use", "foreman", "add", "env", "file"], ["make_NEG", "script_NEG", "export_NEG", "variable_NEG", "put_NEG", "command_NEG", "use_NEG", "start_NEG", "server_NEG"], ["deploy", "make", "sure", "production", "environment", "variable", "set", "example", "set", "config", "var", "heroku", "recommend", "environment-based", "approach", "keep", "sensitive", "information", "codebase", "cannot", "see", "alternative"], ["environment", "properly", "configure", "keen", "object", "ready", "go", "immediately"], ["data", "enrichment", "powerful", "add-on", "enrich", "data", "already", "stream", "keen", "io", "pre-processing", "data", "add", "helpful", "data", "property", "activate", "add-on", "simply", "add", "new", "property", "within", "keen", "namespace", "event", "detailed", "documentation", "configuration", "add-on", "available"], ["example", "use", "url", "parser"], ["keen", "io", "parse", "url", "would", "equivalent"], ["another", "example", "use", "datetime", "parser", "let", "u", "assume", "want", "deep", "analysis", "purchase", "event", "day", "week", "monday", "tuesday", "wednesday", "etc", "interesting", "datetime", "component", "use", "keen.timestamp", "property", "include", "event", "automatically"], ["data", "enrichment", "add-on", "locate", "api", "reference", "doc"], ["publish", "event", "require", "keen_write_key", "set", "publish", "event", "like"], ["publish", "event", "sign_ups", "collection", "username", "referred_by", "property", "set", "event", "property", "valid", "ruby", "hash", "nest", "property", "allow", "list", "object", "also", "allow", "recommend_NEG", "difficult_NEG", "query_NEG", "see", "alternative", "list", "object", "learn", "data", "model", "keen", "io", "data", "modeling", "guide"], ["protip", "marshalling", "gem", "like", "blockhead", "make", "convert", "structs", "object", "hash", "easy"], ["event", "collection", "need", "exist_NEG", "advance_NEG", "exist_NEG", "keen_NEG", "io_NEG", "create_NEG", "first_NEG", "request_NEG"], ["publish", "event", "slow_NEG", "application_NEG", "make_NEG", "user_NEG", "wait_NEG", "long_NEG", "page_NEG", "load_NEG", "server_NEG", "request_NEG"], ["keen", "io", "api", "fast", "synchronous", "network", "call", "make", "negatively", "impact", "response", "time", "reason", "recommend", "use", "publish_async", "method", "send", "event", "latency", "concern", "alternatively", "drop", "event", "background", "queue", "e", "g", "delay", "job", "publish", "synchronously"], ["publish", "asynchronously", "first", "add", "them-http-request", "gemfile", "make", "sure", "version"], ["next", "run", "instance", "eventmachine", "use", "eventmachine-based", "web", "server", "like", "thin", "goliath", "already", "otherwise", "need", "start", "eventmachine", "loop", "manually", "follow"], ["best", "place", "initializer", "anywhere", "run", "app", "boot", "useful", "blog", "article", "explain", "approach", "eventmachine", "passenger"], ["gist", "show", "example", "eventmachine", "unicorn", "specifically", "unicorn", "config", "start", "stop", "eventmachine", "fork"], ["code", "replace", "publish", "publish_async", "bind", "callback", "require"], ["schedule", "network", "call", "event", "loop", "allow", "request", "thread", "resume", "process", "immediately"], ["keen", "io", "api", "provide", "rich", "query", "capability", "event", "data", "set", "information", "see", "data", "analysis", "api", "guide"], ["run", "query", "require", "keen_read_key", "set"], ["example", "query", "keen-gem", "let", "u", "assume", "add", "event", "purchase", "collection"], ["many", "query", "perform", "group", "filter", "series", "interval", "response", "return", "ruby", "hash", "array"], ["detailed", "information", "available", "parameter", "api", "resource", "find", "api", "technical", "reference"], ["also", "specify", "analysis", "type", "parameter", "method", "call", "query"], ["simplifes", "query", "code", "analysis", "type", "dynamic"], ["query", "method", "alias", "take", "optional", "hash", "option", "additional", "parameter", "possible", "key"], ["response", "set", "all_keys", "return", "full", "api", "response", "usually", "value", "result", "key", "return", "method", "set", ":p", "ost", "enable", "post", "body", "base", "query"], ["log", "get", "post", "query", "automatically", "set", "log_queries", "option"], ["manage", "saved", "query", "keen", "ruby", "client"], ["note", "updating", "save", "query", "api", "require", "send", "entire", "query", "definition", "attribute", "send_NEG", "interpret_NEG", "clear_NEG", "remove_NEG", "mean", "property", "set", "via", "another", "client", "include", "project", "explorer", "web", "ui", "would", "lose", "way"], ["update", "function", "make", "easy", "allow", "client", "code", "specify", "property", "need", "update", "retrieve", "exist", "query", "definition", "first", "mean", "two", "http", "request", "use", "update_full", "code", "already", "full", "query", "definition", "reasonably", "expect", "current"], ["update", "saved", "query", "cached", "query", "minimum", "refresh", "rate", "hr"], ["update", "saved", "query", "new", "resource", "name"], ["delete", "saved", "query", "use", "new", "resource", "name", "since", "change"], ["sometimes", "want", "url", "query", "actually_NEG", "need_NEG", "run_NEG", "maybe", "paste", "dashboard", "open", "browser", "case", "use", "query_url", "method"], ["want_NEG", "api_NEG", "key_NEG", "include_NEG", "pass_NEG", "exclude_api_key", "option"], ["manage", "cached", "datasets", "keen", "ruby", "client"], ["keen", "io", "api", "let", "get", "event", "collection", "project", "set", "include", "property", "type", "also", "return", "link", "collection", "resource"], ["get", "list", "event", "collection", "require", "keen_master_key", "set"], ["keen", "io", "api", "allow", "delete", "event", "event", "collection", "optionally", "supply", "filter", "narrow", "scope", "would", "like", "delete"], ["delete", "event", "require", "keen_master_key", "set"], ["two", "time-related", "property", "include", "event", "automatically", "property", "keen.timestamp", "keen", "created_at", "set", "time", "event", "record", "ability", "overwrite", "keen.timestamp", "property", "could", "useful", "example", "backfilling", "historical", "data", "sure", "use", "iso", "format"], ["keen", "store", "date", "time", "information", "utc"], ["keen-gem", "support", "publish", "event", "batch", "via", "publish_batch", "method", "example", "usage"], ["call", "would", "publish", "signups", "event", "purchase", "event", "one", "api", "call", "batch", "publishing", "ideal", "load", "historical", "event", "keen", "io"], ["ensure", "guidance", "follow", "asynchronous", "publishing", "batch", "publishing", "logic", "use", "asynchronously", "publish_batch_async"], ["configure", "keen-gem", "code", "follow"], ["also", "configure", "unique", "client", "instance", "follow"], ["keen-gem", "use", "them-synchrony", "call", "publish_async", "synchrony", "define", "method", "return", "response", "directly", "return_NEG", "deferrable_NEG", "register_NEG", "callback_NEG", "likewise", "raise", "exception", "synchronously", "happen"], ["possible", "publish", "event", "keen", "io", "project", "use", "http", "get", "method", "useful", "situation", "like", "track", "email", "open", "use", "image", "beacon"], ["situation", "json", "event", "data", "pass", "encode", "base", "add", "request", "parameter", "call", "data", "beacon_url", "method", "find", "keen", "client", "example"], ["track", "email", "open", "simply", "add", "image", "email", "template", "point", "url", "information", "see", "image", "beacon", "documentation"], ["redirect", "url", "like", "image", "beacon", "urls", "addition", "redirect", "query", "parameter", "parameter", "use", "issue", "redirect", "certain", "url", "event", "record"], ["helpful", "track", "email", "clickthroughs", "see", "redirect", "documentation", "information"], ["note", "scoped", "key", "deprecate", "favor", "access", "key"], ["scoped", "key", "string", "generate", "api", "key", "represent", "encrypted", "authentication", "query", "option", "use", "control", "data", "query", "access"], ["use", "scoped", "key", "create", "ruby", "api", "request", "client", "scoped", "key", "commonly", "use", "javascript", "credential", "visible", "need", "protect"], ["use", "access", "key", "restrict", "functionality", "key", "use", "keen", "api", "access", "key", "also", "enrich", "event", "send"], ["create", "key", "automatically", "add", "information", "event", "publish", "key"], ["list", "key", "associate", "project"], ["get", "info", "associate", "give", "key"], ["update", "key", "information", "pass", "method", "overwrite", "exist", "property"], ["revoke", "key", "set", "key''s", "active", "flag", "false", "keep", "available", "unrevoked", "want", "permanently", "remove", "key", "use", "delete"], ["unrevoke", "key", "set", "previously", "revoke", "key''s", "active", "flag", "true"], ["delete", "key", "delete", "key", "cannot", "recover", "consider", "revoke", "want", "keep", "key", "around", "deactivate"], ["default", "net", "http", "timeout", "second", "usually", "enough", "query", "large", "collection", "may", "need", "increase", "timeout", "api", "side", "second", "far", "would", "want", "go", "configure", "read", "timeout", "second", "set", "keen_read_timeout", "environment", "variable", "pass", "read_timeout", "option", "client", "constructor", "follow"], ["also", "configure", "net", "http", "open", "timeout", "default", "second", "configure", "timeout", "second", "either", "set", "keen_open_timeout", "environment", "variable", "pass", "open_timeout", "option", "client", "constructor", "follow"], ["set", "keen_proxy_type", "keen_proxy_url", "environment", "variable", "enable", "http", "proxying", "keen_proxy_type", "set", "sock", "also", "configure", "client", "instance", "pass", "proxy_type", "proxy_url", "key"], ["run", "keen", "error", "keen", "io", "exception", "eventmachine", "loop", "must", "run", "use", "publish_async", "call", "uncaught", "runtimeerror", "eventmachine", "initialize_NEG", "evma_set_pending_connect_timeout", "mean", "eventmachine", "loop", "die", "happen", "variety", "reason", "every", "app", "different", "issue", "#22", "show", "add", "extra", "protection", "avoid", "situation"], ["write", "script", "use", "publish_async", "need", "keep", "script", "alive", "long", "enough", "call", "complete", "eventmachine", "run_NEG", "different_NEG", "thread_NEG", "example", "gist", "show", "exit", "process", "event", "record"], ["u_NEG", "human_NEG", "browse_NEG", "web_NEG", "spider", "crawler", "bot", "share", "pipe", "come", "analytics", "cause", "mild", "headache", "event", "generate", "bot", "inflate", "metric", "eat", "event", "quota"], ["want", "bot", "protection", "check", "voight-kampff", "gem", "use", "gem''s", "request.bot", "method", "detect", "bot", "avoid", "log", "event"], ["question", "bug", "suggestion", "gem", "file", "github", "issue"], ["keen-io", "related", "technical", "question", "keen-io", "stack", "overflow"], ["general", "keen", "io", "discussion", "feedback", "keen-io-devs", "google", "group"], ["keen-gem", "open", "source", "project", "welcome", "contribution", "fire", "away", "issue", "pull", "request"], ["bundle", "exec", "rake", "spec", "run", "unit", "spec", "http", "mock"], ["bundle", "exec", "rake", "integration", "run", "integration", "spec", "real", "api", "require", "env", "variable", "see", "travis.yml"], ["bundle", "exec", "rake", "synchrony", "run", "async", "publish", "spec", "synchrony"], ["similarly", "use", "guard", "listen", "change", "file", "run", "spec"], ["bundle", "exec", "guard", "g", "unit"], ["bundle", "exec", "guard", "g", "integration"], ["bundle", "exec", "guard", "g", "synchrony"], ["spawn", "irb", "session", "local", "file", "already", "load", "debug", "experimentation"], ["thanks", "everyone", "rock"]]'
kellerben;dudle;[["gnu", "agpl", "v3", "high", "see", "file", "license"], ["docker", "image", "available"], ["set", "dudle_poedit_auto", "lang", "poedit", "launch", "automatically", "build", "application", "e", "g"]]
kern;minitest-reporters;[["death", "haphazard", "monkey-patching", "extend", "minitest", "simple", "hook"]]
kevinelliott;agent;[["support", "open-source", "work", "consider", "add", "patreon"]]
kevinhughes27;shopify-sinatra-app;[["classy", "shopify", "app"], ["shopify-sinatra-app", "lightweight", "extension", "build", "shopify", "apps", "use", "sinatra", "come", "shopify", "api", "gem", "interact", "shopify", "api", "use", "shopify", "omniauth", "gem", "handle", "authentication", "via", "oauth", "auth", "method", "support_NEG", "framework", "provide", "handful", "helper", "method", "make", "create", "app", "easy", "possible", "framework", "design", "deployment", "heroku", "mind", "follow", "instruction", "able", "create", "new", "application", "scratch", "deploy", "heroku", "install", "live", "test", "shop", "less", "minute"]]
khamusa;rspec-graphql;[["convenient", "rspec", "matcher", "test", "graphql-ruby", "api", "schema"]]
kickstarter;replica;[["easy", "single", "leader", "multiple", "replica", "setup", "use", "ruby", "rail", "project"]]
kigster;sym;'[["sym", "symmetric", "encryption", "human", "source-highlighter", "rouge", "rouge-style", "base16.monokai", "icon", "font", "toc", "sectnum", "toclevel"], ["note", "please", "checkout", "following", "post", "dead", "simple", "encryption", "sym", "announce", "initial", "release", "library", "provide", "in-depth", "discussion", "donation", "absolutely", "amount", "much", "appreciate", "never", "require_NEG"], ["note", "read", "readme", "properly", "render", "print", "format", "download", "xref", "readme.pdf", "pdf"], ["note", "sym", "open", "source", "command", "line", "utility", "ruby", "library", "make", "_trivial", "encrypt", "application", "secret", "mathematically", "prove", "model", "cipher", "offer", "much", "large", "project", "open", "ssl"], ["unlike", "many", "exist", "encryption", "tool", "sym", "focus", "narrow", "gap", "convenience", "security", "offer", "enhanced", "usability", "streamlined", "ruby", "api", "cli", "primary", "goal", "library", "make", "encryption", "easy", "transparent"], ["note", "sym", "use", "ruby''s", "marshall.dump", "serialize", "data", "therefore", "currently_NEG", "possible_NEG", "easy_NEG", "deserialize_NEG", "data_NEG", "language_NEG", "ruby_NEG"], ["quick", "demo", "cli", "action"], ["help", "screen", "example", "symit", "bash", "wrapper"], ["may", "good", "time", "take", "look", "full", "help", "message", "sym", "tool", "show", "naturally", "h", "help", "option", "example", "show", "e", "example", "flag"], ["additionally", "sym", "come", "helpful", "bash", "wrapper", "symit"], ["help", "screen", "sym", "symit", "show", "full", "another", "page", "xref", "sym-cli.adoc", "sym", "help", "screen", "symit", "please", "refer", "complete", "help", "screen", "example"], ["support", "ruby", "version"], ["note", "ruby", "support", "sym", "version", "later"], ["sym", "currently", "build", "run", "following", "ruby", "version", "travis", "ci"], ["ruby", "version", "compatibility", "cols", "width", "mri", "ruby", "jruby"], ["main", "goal", "write", "tool", "streamline", "simplify", "handling", "sensitive", "data", "trasparent", "easy", "use", "way", "without", "sacrifice", "security"], ["common", "use-cases", "include"], ["sym", "layer", "build", "top", "openssl", "library", "hopefully", "make", "encryption", "accessible", "every-day", "developer", "qa", "dev-ops", "folk", "engage", "deploy", "application"], ["gem", "include", "two", "primary", "component"], ["many", "feature", "streamline", "encryption", "decryption", "integrate", "deployment", "flow", "ruby", "apis", "activate", "include", "sym", "module", "class", "add", "easy", "use", "encr", "decr", "method", "instantiate", "sym", "application", "class", "hash", "represent", "cli", "argument", "call", "#execute", "method", "mimic", "cli", "execution", "convenience", "class", "allow", "encrypt", "decrypt", "file", "ruby", "code", "couple", "line", "code", "use", "class", "override", "default", "cipher", "configure", "parameter", "compression", "password", "caching"], ["massive", "time", "saver"], ["sym", "try", "hard", "get", "way", "make", "feel", "encrypted", "file", "easy", "work", "unencrypted", "file", "accomplish", "transparency", "following", "feature"], ["see", "really", "try", "build", "tool", "provide", "good", "security", "application", "secret", "include", "password-based", "encryption", "annoyingly_NEG", "ask_NEG", "password_NEG", "every_NEG", "time_NEG", "edit", "option", "negate", "option", "treat", "encrypted", "file", "like", "regular", "file"], ["quote", "socrates", "lol", "encrypt", "application", "secret", "never", "easy_NEG"], ["plan", "use", "library", "ruby", "project", "bundler", "manage", "dependency", "include", "following", "line", "gemfile"], ["install", "global", "namespace", "gem", "install", "command"]]'
killbill;killbill-client-ruby;[["kill", "bill", "ruby", "client", "library"]]
KnapsackPro;knapsack;[["follow", "u", "twitter", "@knapsackpro", "give", "like", "facebook", "knapsackpro"], ["knapsack", "pro", "gem", "split", "test", "across", "ci", "node", "make", "sure", "test", "run", "comparable", "time", "node", "use", "knapsackpro.com", "api", "learn"], ["knapsack_pro", "gem", "support"], ["would", "like", "try", "knapsack_pro", "gem", "get", "api", "token"]]
Kong;homebrew-kong;[["homebrew", "tap", "kong", "beer"]]
Kong;unirest-ruby;[["unirest", "set", "lightweight", "http", "library", "available", "multiple", "language", "build", "maintain", "mashape", "also", "maintain", "open-source", "api", "gateway", "kong"]]
kontena;kong-client-ruby;[["kong", "api", "client", "ruby"]]
koraktor;steam-condenser-ruby;[["steam", "condenser", "multi-language", "library", "query", "steam", "community", "source", "goldsrc", "game", "server", "well", "steam", "master", "server", "currently", "implement", "java", "php", "ruby"]]
